complaint_id,source_channel,timestamp,raw_text,language_ground_truth,department_ground_truth,category_ground_truth,locality_ground_truth,ward_ground_truth,urgency_ground_truth,incident_id,status,resolved_at
CMP-0221,Mobile App,2026-08-20T23:00:00,Massive pothole near Piplani intersection causing traffic congestion and accidents.,English,Roads,Pothole,Piplani,60,Medium,INC-0066,Pending,
CMP-0316,Municipal Helpline,2026-08-20T23:00:00,Water supply has been completely cut off in New Market for 2 days. Residents are facing severe hardship.,English,Water Supply,Water outage,New Market,32,High,INC-0161,In Progress,
CMP-0682,Municipal Helpline,2026-08-21T00:00:00,"M.P. Nagar me broken manhole lid hai, accident hone se pehle cover fix karo please.",Hinglish,Drainage,Damaged manhole cover,MP Nagar,47,Critical,INC-0527,Resolved,2026-08-22T10:00:00
CMP-0701,Municipal Helpline,2026-08-21T00:00:00,"Top n Town New Market main road pe bahut bade potholes ho gaye hain, do-wheelers roz phisal rahe hain.",Hinglish,Roads,Pothole,New Market,32,Medium,INC-0546,In Progress,
CMP-0311,CM Helpline,2026-08-21T03:00:00,सोनागिरी के पास मुख्य पाइपलाइन फूट गई है और हजारों लीटर साफ पानी सड़क पर बह रहा है।,Hindi,Water Supply,Water leakage,Sonagiri,61,Medium,INC-0156,Resolved,2026-08-25T22:00:00
CMP-0594,Mobile App,2026-08-21T05:00:00,"Broken, sunken manhole lid in Sonagiri. Someone placed a tree branch as warning.",English,Drainage,Damaged manhole cover,Sonagiri,61,Critical,INC-0439,In Progress,
CMP-0097,Mobile App,2026-08-21T08:11:00,No municipal tap water in Ayodhya nagar since 5 days. Kindly restore the supply immediately.,English,Water Supply,Water outage,Ayodhya Bypass,65,High,INC-0017,Resolved,2026-08-24T15:11:00
CMP-0099,Mobile App,2026-08-21T09:50:00,Bhai अयोध्या बायपास side tap water completely band hai 5 din se. Please urgent help karo.,Hinglish,Water Supply,Water outage,Ayodhya Bypass,65,High,INC-0017,Resolved,2026-08-22T07:50:00
CMP-0572,CM Helpline,2026-08-21T20:00:00,"Sonagiri side nullah jam hai ek hafte se, barish me paani gharo ke andar ghus raha hai.",Hinglish,Drainage,Drain blockage,Sonagiri,61,High,INC-0417,Resolved,2026-08-24T07:00:00
CMP-0659,CM Helpline,2026-08-22T01:00:00,"Bawadiya Kalan में सफाई कर्मचारी कचरा नहीं उठा रहे हैं, चारों तरफ कूड़ा बिखरा पड़ा है।",Hindi,Sanitation,Garbage accumulation,Bawadiya Kalan,51,Medium,INC-0504,Resolved,2026-08-23T04:00:00
CMP-0211,Social Media,2026-08-22T02:00:00,Massive pothole near Bittan intersection causing traffic congestion and accidents.,English,Roads,Pothole,Bittan Market,46,Medium,INC-0056,Resolved,2026-08-26T17:00:00
CMP-0611,Social Media,2026-08-22T16:00:00,Dengue and malaria cases rising in पंचशील नगर due to rampant mosquito breeding.,English,Public Health,Mosquito breeding / fogging request,Panchsheel Nagar,30,Medium,INC-0456,Resolved,2026-08-26T21:00:00
CMP-0108,CM Helpline,2026-08-22T18:00:00,Kolar क्षेत्र में नल में पानी नहीं आ रहा है एक हफ्ते से। कृपया तुरंत जल प्रदाय शुरू कराएं।,Hindi,Water Supply,Water outage,Kolar,80,High,INC-0021,Resolved,2026-08-27T13:00:00
CMP-0507,CM Helpline,2026-08-22T18:00:00,Entire asphalt surface washed away near बिट्टन मार्केट. Road broken into gravel and dust.,English,Roads,Road damage,Bittan Market,46,Medium,INC-0352,In Progress,
CMP-0207,Social Media,2026-08-22T20:00:00,Sewage chamber overflowing on Kotra Sultanabad residential street. Filthy black water spreading.,English,Drainage,Overflowing sewage,Kotra Sultanabad,28,High,INC-0052,Resolved,2026-08-24T09:00:00
CMP-0109,CM Helpline,2026-08-22T22:00:00,Bhai Kolar side tap water completely band hai 4 din se. Please urgent help karo.,Hinglish,Water Supply,Water outage,Kolar,80,High,INC-0021,Resolved,2026-08-25T23:00:00
CMP-0513,Mobile App,2026-08-23T02:00:00,Underground supply line leakage near Indrapuri sector C market creating artificial puddle on road.,English,Water Supply,Water leakage,Indrapuri,62,Medium,INC-0358,In Progress,
CMP-0269,Mobile App,2026-08-23T05:00:00,"Bhadbhada dam area square ke paas deep pothole hai, night me visible nahi hota, accident prone hai.",Hinglish,Roads,Pothole,Bhadbhada,27,Medium,INC-0114,Resolved,2026-08-25T22:00:00
CMP-0442,CM Helpline,2026-08-23T06:00:00,Multiple dog bite incidents in E-8 Gulmohar this week. Urgent municipal dog catching required.,English,Public Health,Stray dog menace,Gulmohar,49,Medium,INC-0287,Resolved,2026-08-27T15:00:00
CMP-0726,Municipal Helpline,2026-08-23T06:00:00,Bhadbhada में कचरा गाड़ी पिछले एक हफ्ते से नहीं आई है। घरों में कचरा इकट्ठा हो गया है।,Hindi,Sanitation,Irregular garbage collection,Bhadbhada,27,Low,INC-0571,Resolved,2026-08-24T23:00:00
CMP-0111,Municipal Helpline,2026-08-23T09:00:00,Severe water shortage in कोलार area. Not a single drop of water since yesterday.,English,Water Supply,Water outage,Kolar,80,High,INC-0021,Resolved,2026-08-24T19:00:00
CMP-0398,CM Helpline,2026-08-23T14:00:00,"बिट्टन मार्केट में पिछले एक हफ्ते से पानी नहीं आया है, नगर निगम तुरंत टैंकर भिजवाए।",Hindi,Water Supply,Water outage,Bittan Market,46,High,INC-0243,Resolved,2026-08-27T10:00:00
CMP-0110,CM Helpline,2026-08-23T17:00:00,Water supply has been completely cut off in Kolar Road for 5 days. Residents are facing severe hardship.,English,Water Supply,Water outage,Kolar,80,High,INC-0021,Resolved,2026-08-28T06:00:00
CMP-0723,Municipal Helpline,2026-08-23T18:00:00,"Bagsewaniya बाजार के पास हाई टेंशन तार झूल रहा है, तुरंत कसा जाए।",Hindi,Electricity,Loose overhead wires,Bagsewaniya,54,Critical,INC-0568,Resolved,2026-08-28T16:00:00
CMP-0161,CM Helpline,2026-08-24T15:00:00,"Shahpura lane me pole light on nahi ho rahi, please technician bhejiye.",Hinglish,Street Lighting,Streetlight not working,Shahpura,50,Low,INC-0037,Resolved,2026-08-24T18:00:00
CMP-0512,Elected Representative,2026-08-24T16:00:00,Very low water pressure in Ashoka Garden for the past 3 days. Upper floors cannot fill tanks.,English,Water Supply,Low water pressure,Ashoka Garden,38,Medium,INC-0357,Resolved,2026-08-25T08:00:00
CMP-0399,Mobile App,2026-08-24T17:00:00,Huge heap of uncollected garbage near Kolar Road market. Foul smell is unbearable.,English,Sanitation,Garbage accumulation,Kolar,80,Medium,INC-0244,Pending,
CMP-0466,Mobile App,2026-08-24T17:00:00,"Panchsheel colony me overhead power cables dangerous height par latak rahe hain, truck se takra sakte hain.",Hinglish,Electricity,Loose overhead wires,Panchsheel Nagar,30,Critical,INC-0311,Pending,
CMP-0538,Municipal Helpline,2026-08-24T18:00:00,"Bhai Kamla Nagar road ki halat kharab hai, gaddhe hi gaddhe hain, repair karwao please.",Hinglish,Roads,Pothole,Kamla Nagar,29,Medium,INC-0383,Resolved,2026-08-28T12:00:00
CMP-0159,Municipal Helpline,2026-08-24T20:00:00,"शाहपुरा क्षेत्र में खंभे की लाइट खराब है, असामाजिक तत्वों का जमावड़ा लग रहा है।",Hindi,Street Lighting,Streetlight not working,Shahpura,50,Low,INC-0037,Resolved,2026-08-26T03:00:00
CMP-0534,Municipal Helpline,2026-08-24T22:00:00,Very low water pressure in Kolar nagar for the past one week. Upper floors cannot fill tanks.,English,Water Supply,Low water pressure,Kolar,80,Medium,INC-0379,In Progress,
CMP-0679,Municipal Helpline,2026-08-24T23:00:00,Complete blackout in Arera Colony sector. No electricity since evening.,English,Electricity,Power outage,Arera Colony,48,High,INC-0524,Pending,
CMP-0511,Mobile App,2026-08-25T02:00:00,"Awadhpuri me road completely break ho chuki hai, sirf dust aur stones bache hain.",Hinglish,Roads,Road damage,Awadhpuri,64,Medium,INC-0356,Resolved,2026-08-27T09:00:00
CMP-0555,Municipal Helpline,2026-08-25T05:00:00,Fallen tree branch blocking one entire lane near चूना भट्टी. Traffic backed up.,English,Roads,Road obstruction,Chuna Bhatti,82,High,INC-0400,Resolved,2026-08-28T16:00:00
CMP-0680,Social Media,2026-08-25T05:00:00,"सोनागिरी me overhead power cables dangerous height par latak rahe hain, truck se takra sakte hain.",Hinglish,Electricity,Loose overhead wires,Sonagiri,61,Critical,INC-0525,Resolved,2026-08-27T08:00:00
CMP-0720,Elected Representative,2026-08-25T05:00:00,Lalghati Chouraha me 5 din se paani nahi aa raha hai. Bahut dikkat ho rahi hai.,Hinglish,Water Supply,Water outage,Lalghati,6,High,INC-0565,Resolved,2026-08-28T15:00:00
CMP-0731,Social Media,2026-08-25T05:00:00,"Lalghati side trickle flow aa raha hai municipal line se, please check karo.",Hinglish,Water Supply,Low water pressure,Lalghati,6,Medium,INC-0576,Resolved,2026-08-28T22:00:00
CMP-0533,CM Helpline,2026-08-25T06:00:00,"एमपी नगर बस स्टैंड के पास सुलभ शौचालय बंद और बदहाल पड़ा है, तुरंत सफाई कराई जाए।",Hindi,Public Health,Public toilet sanitation,MP Nagar,47,Medium,INC-0378,Resolved,2026-08-27T20:00:00
CMP-0123,Elected Representative,2026-08-25T07:00:00,Huge heap of uncollected garbage near M.P. Nagar market. Foul smell is unbearable.,English,Sanitation,Garbage accumulation,MP Nagar,47,Medium,INC-0025,Resolved,2026-08-27T07:00:00
CMP-0158,Mobile App,2026-08-25T08:00:00,Light pole fixture not functional in Shahpura sector A. Area completely pitch dark at night.,English,Street Lighting,Streetlight not working,Shahpura,50,Low,INC-0037,Resolved,2026-08-28T23:00:00
CMP-0122,Elected Representative,2026-08-25T15:00:00,"MP Nagar park ke paas trash pile up ho gaya hai, please Nagar Nigam vehicle bhejo.",Hinglish,Sanitation,Garbage accumulation,MP Nagar,47,Medium,INC-0025,Resolved,2026-08-28T02:00:00
CMP-0746,Mobile App,2026-08-25T21:00:00,"Shyamla Hills क्षेत्र में खंभे की लाइट खराब है, असामाजिक तत्वों का जमावड़ा लग रहा है।",Hindi,Street Lighting,Streetlight not working,Shyamla Hills,24,Low,INC-0591,Resolved,2026-08-30T06:00:00
CMP-0634,Municipal Helpline,2026-08-25T23:00:00,Very low water pressure in Bairagarh for the past one week. Upper floors cannot fill tanks.,English,Water Supply,Low water pressure,Bairagarh,3,Medium,INC-0479,Resolved,2026-08-30T04:00:00
CMP-0359,CM Helpline,2026-08-26T00:00:00,"Bairagarh me stray dogs ka pack aggressive ho gaya hai, bike riders ke peeche daudte hain.",Hinglish,Public Health,Stray dog menace,Bairagarh,3,Medium,INC-0204,Resolved,2026-08-27T11:00:00
CMP-0160,Elected Representative,2026-08-26T01:00:00,"Shahpura me streetlights band hain 5 din se, raat ko poora dark ho jata hai, safety risk hai.",Hinglish,Street Lighting,Streetlight not working,Shahpura,50,Low,INC-0037,Resolved,2026-08-30T14:00:00
CMP-0609,Mobile App,2026-08-26T02:00:00,"Kolar chourahe ke paas heavy water leakage ho rahi hai pipeline se, please fix it.",Hinglish,Water Supply,Water leakage,Kolar,80,Medium,INC-0454,Resolved,2026-08-29T23:00:00
CMP-0675,CM Helpline,2026-08-26T02:00:00,"पंचशील नगर क्षेत्र में सड़क धंस गई है, भारी वाहनों के चलने से खतरा बढ़ गया है।",Hindi,Roads,Road damage,Panchsheel Nagar,30,Medium,INC-0520,In Progress,
CMP-0529,Municipal Helpline,2026-08-26T03:00:00,Light pole fixture not functional in Sonagiri square. Area completely pitch dark at night.,English,Street Lighting,Streetlight not working,Sonagiri,61,Low,INC-0374,Resolved,2026-08-30T08:00:00
CMP-0331,Municipal Helpline,2026-08-26T17:00:00,"Indrapuri main road pe bahut bade potholes ho gaye hain, do-wheelers roz phisal rahe hain.",Hinglish,Roads,Pothole,Indrapuri,62,Medium,INC-0176,Resolved,2026-08-28T03:00:00
CMP-0301,CM Helpline,2026-08-26T18:00:00,नेहरू नगर में नाली कचरे और प्लास्टिक से चोक हो गई है। गंदा पानी सड़क पर बह रहा है।,Hindi,Drainage,Drain blockage,Nehru Nagar,26,High,INC-0146,Resolved,2026-08-28T22:00:00
CMP-0237,CM Helpline,2026-08-26T22:00:00,कमला नगर में वोल्टेज में भारी उतार-चढ़ाव से घरेलू उपकरण खराब होने का खतरा है।,Hindi,Electricity,Low voltage,Kamla Nagar,29,Medium,INC-0082,Pending,
CMP-0584,Mobile App,2026-08-26T23:00:00,Garbage dumped on Awadhpuri roadside for yesterday. Stray cattle and dogs scattering waste.,English,Sanitation,Garbage accumulation,Awadhpuri,64,Medium,INC-0429,In Progress,
CMP-0526,Mobile App,2026-08-27T02:00:00,Major water pipeline burst on main road near होशंगाबाद रोड. Thousands of liters wasting.,English,Water Supply,Water leakage,Hoshangabad Road,52,Medium,INC-0371,In Progress,
CMP-0467,Elected Representative,2026-08-27T15:00:00,"Piplani में बिजली के तार काफी नीचे लटक रहे हैं, वाहनों से टकराने का अंदेशा है।",Hindi,Electricity,Loose overhead wires,Piplani,60,Critical,INC-0312,Resolved,2026-08-28T12:00:00
CMP-0618,Elected Representative,2026-08-27T18:00:00,"Tap water in Panchsheel Nagar is muddy, yellow, and foul smelling. Unfit for drinking.",English,Water Supply,Contaminated water,Panchsheel Nagar,30,Critical,INC-0463,Resolved,2026-08-28T19:00:00
CMP-0361,CM Helpline,2026-08-27T21:00:00,"सोनागिरी में सड़क किनारे मृत जानवर पड़ा है। तीव्र दुर्गंध फैल रही है, कृपया तुरंत उठवाएं।",Hindi,Sanitation,Dead animal removal,Sonagiri,61,High,INC-0206,Resolved,2026-08-28T13:00:00
CMP-0599,CM Helpline,2026-08-28T02:00:00,Complete blackout in आनंद नगर sector. No electricity since evening.,English,Electricity,Power outage,Anand Nagar,63,High,INC-0444,Resolved,2026-08-31T19:00:00
CMP-0336,Mobile App,2026-08-28T14:00:00,"Gulmohar रोड पर गड्ढों के कारण भयंकर ट्रैफिक जाम लग रहा है, तुरंत मरम्मत कराएं।",Hindi,Roads,Pothole,Gulmohar,49,Medium,INC-0181,Pending,
CMP-0591,Mobile App,2026-08-28T16:00:00,डोर-टू-डोर कचरा संग्रहण वाहन अशोका गार्डन की गलियों में अनियमित रूप से आता है।,Hindi,Sanitation,Irregular garbage collection,Ashoka Garden,38,Low,INC-0436,Resolved,2026-09-02T12:00:00
CMP-0683,CM Helpline,2026-08-28T16:00:00,"मिसरोद रोड पर गड्ढों के कारण भयंकर ट्रैफिक जाम लग रहा है, तुरंत मरम्मत कराएं।",Hindi,Roads,Pothole,Misrod,85,Medium,INC-0528,Pending,
CMP-0093,CM Helpline,2026-08-28T16:36:00,Garbage dumped on Anand nagar BHEL roadside for 2 days. Stray cattle and dogs scattering waste.,English,Sanitation,Garbage accumulation,Anand Nagar,63,Medium,INC-0015,Resolved,2026-08-30T03:36:00
CMP-0315,Social Media,2026-08-28T18:00:00,Severe water shortage in ईदगाह हिल्स area. Not a single drop of water since yesterday.,English,Water Supply,Water outage,Idgah Hills,9,High,INC-0160,Pending,
CMP-0664,CM Helpline,2026-08-28T18:00:00,Dead dog lying on the pavement near Narmadapuram Road. Rotting carcass causing severe stench.,English,Sanitation,Dead animal removal,Hoshangabad Road,52,High,INC-0509,Pending,
CMP-0602,CM Helpline,2026-08-28T19:00:00,"Overhead electricity cables sagging very low in Ratibad, almost touching passing trucks.",English,Electricity,Loose overhead wires,Ratibad,84,Critical,INC-0447,Resolved,2026-08-31T02:00:00
CMP-0092,CM Helpline,2026-08-28T19:35:00,Huge heap of uncollected garbage near Anand Nagar market. Foul smell is unbearable.,English,Sanitation,Garbage accumulation,Anand Nagar,63,Medium,INC-0015,Resolved,2026-08-31T12:35:00
CMP-0521,Mobile App,2026-08-28T22:00:00,एमपी नगर me open plot pe unauthorized dumping ho rahi hai roz raat ko.,Hinglish,Sanitation,Open dumping,MP Nagar,47,Medium,INC-0366,In Progress,
CMP-0422,Mobile App,2026-08-29T00:00:00,"TT Nagar के खाली मैदान में ठहरा हुआ पानी सड़ रहा है, पानी की निकासी कराई जाए।",Hindi,Public Health,Stagnant water near habitation,TT Nagar,33,Medium,INC-0267,In Progress,
CMP-0091,CM Helpline,2026-08-29T06:23:00,Huge heap of uncollected garbage near Anand Nagar market. Foul smell is unbearable.,English,Sanitation,Garbage accumulation,Anand Nagar,63,Medium,INC-0015,Resolved,2026-08-30T20:23:00
CMP-0090,Mobile App,2026-08-29T09:46:00,"Anand Nagar park ke paas trash pile up ho gaya hai, please Nagar Nigam vehicle bhejo.",Hinglish,Sanitation,Garbage accumulation,Anand Nagar,63,Medium,INC-0015,Resolved,2026-09-02T22:46:00
CMP-0328,Elected Representative,2026-08-29T14:00:00,"Kolar park ke paas trash pile up ho gaya hai, please Nagar Nigam vehicle bhejo.",Hinglish,Sanitation,Garbage accumulation,Kolar,80,Medium,INC-0173,Resolved,2026-09-02T13:00:00
CMP-0367,Municipal Helpline,2026-08-29T17:00:00,Massive pothole near Bittan market ground intersection causing traffic congestion and accidents.,English,Roads,Pothole,Bittan Market,46,Medium,INC-0212,Resolved,2026-08-30T03:00:00
CMP-0616,Mobile App,2026-08-29T18:00:00,Multiple dog bite incidents in Nehru Nagar this week. Urgent municipal dog catching required.,English,Public Health,Stray dog menace,Nehru Nagar,26,Medium,INC-0461,Resolved,2026-09-01T07:00:00
CMP-0559,Mobile App,2026-08-29T20:00:00,श्यामला हिल्स में नाली कचरे और प्लास्टिक से चोक हो गई है। गंदा पानी सड़क पर बह रहा है।,Hindi,Drainage,Drain blockage,Shyamla Hills,24,High,INC-0404,Pending,
CMP-0470,Municipal Helpline,2026-08-29T21:00:00,Subhash Nagar में 2 दिन से पानी की सप्लाई पूरी तरह बंद है। पीने के पानी के लिए भारी परेशानी हो रही है।,Hindi,Water Supply,Water outage,Subhash Nagar,39,High,INC-0315,In Progress,
CMP-0476,CM Helpline,2026-08-29T22:00:00,"रातीबड़ में स्ट्रीट लाइट पोल का जंक्शन बॉक्स खुला पड़ा है, बच्चे छू सकते हैं।",Hindi,Street Lighting,Exposed wiring on pole,Ratibad,84,Critical,INC-0321,Resolved,2026-08-31T17:00:00
CMP-0586,Municipal Helpline,2026-08-30T02:00:00,Deep craters developed on MP Nagar road after rain. Major hazard for night commuters.,English,Roads,Pothole,MP Nagar,47,Medium,INC-0431,In Progress,
CMP-0535,Mobile App,2026-08-30T17:00:00,बरखेड़ा मुख्य मार्ग पर जानलेवा गड्ढे हो गए हैं। कई बाइक सवार गिरकर चोटिल हो चुके हैं।,Hindi,Roads,Pothole,Barkheda,59,Medium,INC-0380,Pending,
CMP-0249,Elected Representative,2026-08-30T23:00:00,"Bhai Neelbad side roadside dumping badhti ja rahi hai, koi safai karne nahi aa raha.",Hinglish,Sanitation,Garbage accumulation,Neelbad,83,Medium,INC-0094,In Progress,
CMP-0553,Municipal Helpline,2026-08-31T15:00:00,Garbage dumped on Govindpura Industrial Area roadside for 2 days. Stray cattle and dogs scattering waste.,English,Sanitation,Garbage accumulation,Govindpura,58,Medium,INC-0398,Resolved,2026-09-05T13:00:00
CMP-0421,Mobile App,2026-08-31T20:00:00,"Piplani side nullah jam hai 5 din se, barish me paani gharo ke andar ghus raha hai.",Hinglish,Drainage,Drain blockage,Piplani,60,High,INC-0266,Resolved,2026-09-01T15:00:00
CMP-0668,Mobile App,2026-08-31T20:00:00,"Kolar में सड़क किनारे मृत जानवर पड़ा है। तीव्र दुर्गंध फैल रही है, कृपया तुरंत उठवाएं।",Hindi,Sanitation,Dead animal removal,Kolar,80,High,INC-0513,Pending,
CMP-0025,Municipal Helpline,2026-08-31T20:55:00,Missing manhole cover on main pedestrian path in जहांगीराबाद. Critical fall hazard.,English,Drainage,Damaged manhole cover,Jahangirabad,41,Critical,INC-0003,Resolved,2026-09-03T20:55:00
CMP-0608,CM Helpline,2026-08-31T22:00:00,"Indrapuri side road sink ho gayi hai, gaadi chalana dangerous ho gaya hai.",Hinglish,Roads,Road damage,Indrapuri,62,Medium,INC-0453,Resolved,2026-09-05T19:00:00
CMP-0698,Elected Representative,2026-09-01T01:00:00,Govindpura में बड़ा पेड़ सड़क पर गिर गया है जिससे पूरा रास्ता बंद हो गया है।,Hindi,Roads,Road obstruction,Govindpura,58,High,INC-0543,Pending,
CMP-0711,CM Helpline,2026-09-01T02:00:00,Panchsheel Nagar main road par fallen tree branch ki wajah se heavy jam laga hai.,Hinglish,Roads,Road obstruction,Panchsheel Nagar,30,High,INC-0556,In Progress,
CMP-0416,Mobile App,2026-09-01T03:00:00,न्यू मार्केट क्षेत्र में नल में पानी नहीं आ रहा है 3 दिन से। कृपया तुरंत जल प्रदाय शुरू कराएं।,Hindi,Water Supply,Water outage,New Market,32,High,INC-0261,Resolved,2026-09-03T16:00:00
CMP-0218,Social Media,2026-09-01T05:00:00,Fallen tree branch blocking one entire lane near शाहपुरा. Traffic backed up.,English,Roads,Road obstruction,Shahpura,50,High,INC-0063,In Progress,
CMP-0241,Mobile App,2026-09-01T05:00:00,Indrapuri मुख्य मार्ग पर जानलेवा गड्ढे हो गए हैं। कई बाइक सवार गिरकर चोटिल हो चुके हैं।,Hindi,Roads,Pothole,Indrapuri,62,Medium,INC-0086,Resolved,2026-09-03T12:00:00
CMP-0406,CM Helpline,2026-09-01T15:00:00,Contaminated sewer water mixing with drinking supply in Ashoka Garden. Risk of cholera outbreak.,English,Water Supply,Contaminated water,Ashoka Garden,38,Critical,INC-0251,In Progress,
CMP-0023,Social Media,2026-09-01T17:28:00,"Jahangirabad police line me broken manhole lid hai, accident hone se pehle cover fix karo please.",Hinglish,Drainage,Damaged manhole cover,Jahangirabad,41,Critical,INC-0003,Resolved,2026-09-03T15:28:00
CMP-0027,Municipal Helpline,2026-09-01T21:22:00,"Broken, sunken manhole lid in Jahangirabad. Someone placed a tree branch as warning.",English,Drainage,Damaged manhole cover,Jahangirabad,41,Critical,INC-0003,Resolved,2026-09-05T14:22:00
CMP-0457,Mobile App,2026-09-01T23:00:00,"Sonagiri क्षेत्र में सड़क धंस गई है, भारी वाहनों के चलने से खतरा बढ़ गया है।",Hindi,Roads,Road damage,Sonagiri,61,Medium,INC-0302,Pending,
CMP-0738,Mobile App,2026-09-02T02:00:00,"Karond side trickle flow aa raha hai municipal line se, please check karo.",Hinglish,Water Supply,Low water pressure,Karond,15,Medium,INC-0583,In Progress,
CMP-0029,CM Helpline,2026-09-02T04:28:00,Missing manhole cover on main pedestrian path in Jahangirabad police line. Critical fall hazard.,English,Drainage,Damaged manhole cover,Jahangirabad,41,Critical,INC-0003,Resolved,2026-09-02T16:28:00
CMP-0030,CM Helpline,2026-09-02T05:06:00,Jahangirabad में पैदल मार्ग पर मैनहोल का ढक्कन टूटा हुआ है। कभी भी कोई बच्चा गिर सकता है।,Hindi,Drainage,Damaged manhole cover,Jahangirabad,41,Critical,INC-0003,Resolved,2026-09-06T20:06:00
CMP-0024,Mobile App,2026-09-02T05:14:00,Missing manhole cover on main pedestrian path in Jahangirabad chowki. Critical fall hazard.,English,Drainage,Damaged manhole cover,Jahangirabad,41,Critical,INC-0003,Resolved,2026-09-03T13:14:00
CMP-0026,Municipal Helpline,2026-09-02T06:36:00,"Broken, sunken manhole lid in Jahangirabad. Someone placed a tree branch as warning.",English,Drainage,Damaged manhole cover,Jahangirabad,41,Critical,INC-0003,Resolved,2026-09-02T21:36:00
CMP-0028,CM Helpline,2026-09-02T11:06:00,"Jahangirabad रोड पर खुला मैनहोल खुला पड़ा है, तत्काल नया ढक्कन लगवाया जाए।",Hindi,Drainage,Damaged manhole cover,Jahangirabad,41,Critical,INC-0003,Resolved,2026-09-03T21:06:00
CMP-0658,CM Helpline,2026-09-02T14:00:00,"अशोका गार्डन क्षेत्र में डेंगू का खतरा बढ़ रहा है, कीटनाशक छिड़काव कराया जाए।",Hindi,Public Health,Mosquito breeding / fogging request,Ashoka Garden,38,Medium,INC-0503,Pending,
CMP-0690,CM Helpline,2026-09-02T15:00:00,"Idgah Hills me nalo se dirty aur smelly water aa raha hai ek hafte se, peena impossible hai.",Hinglish,Water Supply,Contaminated water,Idgah Hills,9,Critical,INC-0535,Pending,
CMP-0295,Municipal Helpline,2026-09-02T18:00:00,Dangerous potholes on Bairagarh main road. Multiple two-wheeler riders have fallen.,English,Roads,Pothole,Bairagarh,3,Medium,INC-0140,Resolved,2026-09-05T09:00:00
CMP-0721,CM Helpline,2026-09-02T18:00:00,"Awadhpuri BHEL pole ke base pe live wires exposed hain, immediate action needed.",Hinglish,Street Lighting,Exposed wiring on pole,Awadhpuri,64,Critical,INC-0566,Resolved,2026-09-03T06:00:00
CMP-0446,Municipal Helpline,2026-09-03T00:00:00,Deep craters developed on Saket nagar AIIMS road after rain. Major hazard for night commuters.,English,Roads,Pothole,Saket Nagar,53,Medium,INC-0291,Pending,
CMP-0631,Municipal Helpline,2026-09-03T03:00:00,Unscheduled power cut in Lalghati for the past yesterday. Inverter battery discharged.,English,Electricity,Power outage,Lalghati,6,High,INC-0476,Pending,
CMP-0653,Social Media,2026-09-03T03:00:00,"Tap water in बागसेवनिया is muddy, yellow, and foul smelling. Unfit for drinking.",English,Water Supply,Contaminated water,Bagsewaniya,54,Critical,INC-0498,Pending,
CMP-0289,Mobile App,2026-09-03T04:00:00,Severe mosquito menace in Piplani. Urgent need for anti-larval fogging spray.,English,Public Health,Mosquito breeding / fogging request,Piplani,60,Medium,INC-0134,Pending,
CMP-0676,CM Helpline,2026-09-03T15:00:00,Major water pipeline burst on main road near करोंद. Thousands of liters wasting.,English,Water Supply,Water leakage,Karond,15,Medium,INC-0521,Pending,
CMP-0592,Mobile App,2026-09-03T16:00:00,Chuna Bhatti के पास पूरी सड़क उखड़ गई है और केवल गिट्टी और धूल उड़ रही है।,Hindi,Roads,Road damage,Chuna Bhatti,82,Medium,INC-0437,In Progress,
CMP-0705,Mobile App,2026-09-03T18:00:00,"Awadhpuri क्षेत्र में डेंगू का खतरा बढ़ रहा है, कीटनाशक छिड़काव कराया जाए।",Hindi,Public Health,Mosquito breeding / fogging request,Awadhpuri,64,Medium,INC-0550,Resolved,2026-09-04T07:00:00
CMP-0298,Municipal Helpline,2026-09-03T20:00:00,Idgah Hills के पास भारी मात्रा में कचरा जमा है। दुर्गंध के कारण वहां से निकलना मुश्किल हो गया है।,Hindi,Sanitation,Garbage accumulation,Idgah Hills,9,Medium,INC-0143,Resolved,2026-09-05T10:00:00
CMP-0532,Municipal Helpline,2026-09-03T20:00:00,Complete blackout in MP Nagar sector. No electricity since evening.,English,Electricity,Power outage,MP Nagar,47,High,INC-0377,Resolved,2026-09-07T20:00:00
CMP-0388,Elected Representative,2026-09-03T22:00:00,"Indrapuri में सफाई कर्मचारी कचरा नहीं उठा रहे हैं, चारों तरफ कूड़ा बिखरा पड़ा है।",Hindi,Sanitation,Garbage accumulation,Indrapuri,62,Medium,INC-0233,In Progress,
CMP-0001,Mobile App,2026-09-04T00:43:00,Very low water pressure in MP Nagar for the past 2 days. Upper floors cannot fill tanks.,English,Water Supply,Low water pressure,MP Nagar,47,Medium,INC-0001,Resolved,2026-09-04T06:43:00
CMP-0436,Mobile App,2026-09-04T03:00:00,Bhai Raisen road Anand nagar side tap water completely band hai 4 din se. Please urgent help karo.,Hinglish,Water Supply,Water outage,Anand Nagar,63,High,INC-0281,In Progress,
CMP-0002,Mobile App,2026-09-04T08:32:00,Very low water pressure in MP Nagar for the past 5 days. Upper floors cannot fill tanks.,English,Water Supply,Low water pressure,MP Nagar,47,Medium,INC-0001,Resolved,2026-09-07T08:32:00
CMP-0007,CM Helpline,2026-09-04T08:49:00,Very low water pressure in MP Nagar for the past 10 days. Upper floors cannot fill tanks.,English,Water Supply,Low water pressure,MP Nagar,47,Medium,INC-0001,Resolved,2026-09-04T23:49:00
